iter	RMSE
0	0.1519107184
1	0.1393035882
2	0.1272330909
3	0.116768129
4	0.1076023109
5	0.09973898326
6	0.09295951151
7	0.08719318331
8	0.08219631164
9	0.0778431345
10	0.07420929093
11	0.07117006012
12	0.06862775601
13	0.06653706007
14	0.06479191286
15	0.0633747041
16	0.06218704675
17	0.06121993881
18	0.06043411608
19	0.05979251405
20	0.0592622106
21	0.05883215354
22	0.05849020394
23	0.05819882932
24	0.0579602344
25	0.05776947759
26	0.0576105129
27	0.05747870147
28	0.05736950085
29	0.05728463121
30	0.05720444706
31	0.05714041952
32	0.05708563329
33	0.05704225696
34	0.05699152705
35	0.05695302974
36	0.05691940688
37	0.05689049865
38	0.05686245409
39	0.05683523052
40	0.0568141267
41	0.05679683058
42	0.05677273928
43	0.05675633953
44	0.05673613208
45	0.05672030817
46	0.05670365404
47	0.05668454029
48	0.05667705496
49	0.05666646838
50	0.05665276023
51	0.05664169045
52	0.05662881567
53	0.05661900916
54	0.05661379397
55	0.05660854218
56	0.05659929985
57	0.05659136052
58	0.0565868998
59	0.05657938628
60	0.05657541565
61	0.05656891422
62	0.05656350257
63	0.05655906893
64	0.05655627115
65	0.05655078332
66	0.05654895144
67	0.05654539362
68	0.05654063588
69	0.05653905592
70	0.05653505994
71	0.05653125708
72	0.05652511651
73	0.05651804555
74	0.0565166704
75	0.05651663682
76	0.05651373852
77	0.05650977286
78	0.05650419015
79	0.0565008045
80	0.05649180514
81	0.05648837409
82	0.05648795384
83	0.05648534415
84	0.05648483639
85	0.05648279146
86	0.0564772
87	0.05647574342
88	0.05647383838
89	0.0564677803
90	0.0564625249
91	0.0564614494
92	0.05645657029
93	0.05645324592
94	0.0564498749
95	0.05644508628
96	0.05644266407
97	0.05644245954
98	0.05644078171
99	0.05643759566
100	0.05643686528
101	0.05643664097
102	0.05643392194
103	0.05643131334
104	0.0564277974
105	0.05642336843
106	0.05642324448
107	0.05642189726
108	0.05641786235
109	0.05641777295
110	0.05641758339
111	0.0564161851
112	0.05641607309
113	0.05641126576
114	0.05641077279
115	0.0564084083
116	0.05640778277
117	0.056407684
118	0.05640470302
119	0.05640135013
120	0.05640135013
121	0.05639680928
122	0.05639338758
123	0.05639133816
124	0.05638907555
125	0.05638818945
126	0.05638458335
127	0.05638037199
128	0.05637654391
129	0.05637443618
130	0.05637136353
131	0.05636921494
132	0.05636628818
133	0.05636589571
134	0.05636437351
135	0.0563621361
136	0.05636157596
137	0.05635692048
138	0.05635485911
139	0.05635243194
140	0.05634962637
141	0.05634939708
142	0.05634602303
143	0.05634478005
144	0.05634315901
145	0.05634303337
146	0.05633969498
147	0.0563393418
148	0.05633931334
149	0.05633930056
150	0.05633917329
151	0.05633702298
152	0.05633698981
153	0.05633500871
154	0.05633437927
155	0.05633203793
156	0.05633200041
157	0.0563317153
158	0.05633023528
159	0.05632894865
160	0.05632559558
161	0.05632345542
162	0.05632086049
163	0.05631857885
164	0.05631659718
165	0.05631315413
166	0.05631177557
167	0.05630953584
168	0.05630700299
169	0.05630573089
170	0.05630401955
171	0.05630134953
172	0.05629658755
173	0.05629505589
174	0.05629283438
175	0.05629105625
176	0.05628982656
177	0.05628812333
178	0.05628752391
179	0.05628652054
180	0.05628290657
181	0.05628091344
182	0.05627762932
183	0.05627757709
184	0.05627495955
185	0.05627270113
186	0.05627088541
187	0.0562699887
188	0.05626844027
189	0.05626763242
190	0.0562651206
191	0.05626469107
192	0.05626407438
193	0.05626224798
194	0.05626108652
195	0.05625985145
196	0.05625970651
197	0.05625724695
198	0.05625616162
199	0.05625255009
200	0.0562498019
201	0.05624946206
202	0.05624816447
203	0.05624633062
204	0.05624434735
205	0.05624204844
206	0.05624005737
207	0.05623895994
208	0.05623882466
209	0.05623849097
210	0.0562370367
211	0.05623563777
212	0.05623548359
213	0.05623295838
214	0.05623281713
215	0.05623195597
216	0.05623168088
217	0.05623052781
218	0.05623036385
219	0.05622900667
220	0.05622845573
221	0.0562264981
222	0.05622642494
223	0.0562245756
224	0.05622225283
225	0.05622224416
226	0.05621943873
227	0.05621756767
228	0.05621543592
229	0.05621388781
230	0.0562138579
231	0.0562132788
232	0.0562116135
233	0.05620974955
234	0.05620794718
235	0.0562068613
236	0.05620560876
237	0.05620558084
238	0.05620369404
239	0.05619981678
240	0.05619904726
241	0.05619780071
242	0.05619744267
243	0.05619607602
244	0.05619465946
245	0.05619229145
246	0.05619114874
247	0.05619019464
248	0.05618888585
249	0.05618686102
250	0.05618681758
251	0.05618649546
252	0.05618109138
253	0.05617893989
254	0.05617892078
255	0.05617801358
256	0.05617634347
257	0.05617470084
258	0.05617321199
259	0.05617184879
260	0.05616974505
261	0.05616835005
262	0.05616788951
263	0.05616775874
264	0.05616681846
265	0.0561667265
266	0.05616511094
267	0.05616399097
268	0.05616242214
269	0.05616044897
270	0.0561587976
271	0.05615695568
272	0.05615571821
273	0.05615523742
274	0.05615222437
275	0.05615186251
276	0.05615183732
277	0.05615059316
278	0.05614937275
279	0.05614792575
280	0.05614648503
281	0.05614620928
282	0.05614385579
283	0.05614322104
284	0.05614320943
285	0.05614022851
286	0.05613997245
287	0.05613991714
288	0.05613825353
289	0.05613737546
290	0.0561368738
291	0.05613657912
292	0.05613654354
293	0.05613414471
294	0.05613233818
295	0.05613049441
296	0.05612991758
297	0.05612978514
298	0.05612960002
299	0.05612857066
300	0.05612664981
301	0.05612523656
302	0.05612350027
303	0.05612241025
304	0.05612136228
305	0.05612133529
306	0.0561196726
307	0.0561183545
308	0.05611773302
309	0.05611770669
310	0.05611677388
311	0.05611672865
312	0.05611585767
313	0.05611423745
314	0.05611383323
315	0.05611381867
316	0.05611292307
317	0.05611149405
318	0.05611145711
319	0.056110602
320	0.05610857418
321	0.0561085599
322	0.05610848382
323	0.05610814311
324	0.05610619714
325	0.05610433851
326	0.05610352643
327	0.05610286801
328	0.05610263067
329	0.05610204535
330	0.05610184556
331	0.05610182998
332	0.05610057203
333	0.05610028132
334	0.05610021293
335	0.05609871459
336	0.056098699
337	0.0560968
338	0.05609675561
339	0.05609626634
340	0.05609606254
341	0.05609503991
342	0.05609469543
343	0.0560946514
344	0.05609464177
345	0.05609382061
346	0.05609280356
347	0.05609160462
348	0.05609129949
349	0.05609102034
350	0.0560898141
351	0.05608921762
352	0.05608886353
353	0.05608776562
354	0.0560862444
355	0.05608474544
356	0.0560832094
357	0.0560813242
358	0.05608089303
359	0.05608081074
360	0.05608035478
361	0.05607981902
362	0.05607979143
363	0.05607867199
364	0.05607788059
365	0.05607723723
366	0.05607611134
367	0.05607553894
368	0.05607445265
369	0.0560726333
370	0.05607186742
371	0.05607116431
372	0.05607013915
373	0.05606993665
374	0.05606838538
375	0.0560673018
376	0.05606670596
377	0.05606658327
378	0.05606565408
379	0.05606561055
380	0.05606552629
381	0.05606517663
382	0.05606424058
383	0.05606344764
384	0.05606201872
385	0.056061417
386	0.05606034006
387	0.05605956711
388	0.05605949933
389	0.0560587092
390	0.05605853885
391	0.05605729822
392	0.05605712089
393	0.05605613736
394	0.05605600497
395	0.05605572869
396	0.05605474489
397	0.05605447814
398	0.05605393559
399	0.05605351547
400	0.05605222679
401	0.05605027275
402	0.05604947607
403	0.05604880353
404	0.05604800559
405	0.05604765383
406	0.05604756974
407	0.05604628668
408	0.05604625341
409	0.05604494463
410	0.05604383381
411	0.05604381008
412	0.05604318897
413	0.05604286781
414	0.05604205522
415	0.05604195847
416	0.05604151224
417	0.05604067945
418	0.05603964807
419	0.05603890187
420	0.05603824563
421	0.05603823557
422	0.05603745519
423	0.05603721877
424	0.05603673769
425	0.0560350112
426	0.05603387671
427	0.05603370694
428	0.05603305794
429	0.05603287162
430	0.05603252096
431	0.05603215229
432	0.05603096851
433	0.05603029387
434	0.05602948292
435	0.05602892119
436	0.05602536421
437	0.05602456178
438	0.05602436784
439	0.05602434378
440	0.05602358964
441	0.0560231496
442	0.05602228839
443	0.05602204296
444	0.05602133589
445	0.0560211007
446	0.05601981887
447	0.05601932279
448	0.05601887065
449	0.05601805303
450	0.05601797416
451	0.05601777418
452	0.05601711217
453	0.05601668168
454	0.05601650555
455	0.05601612886
456	0.05601590694
457	0.05601516051
458	0.05601501185
459	0.05601429968
460	0.05601426244
461	0.05601421477
462	0.05601369069
463	0.05601320904
464	0.05601273225
465	0.05601218626
466	0.05601097325
467	0.05600943019
468	0.05600892177
469	0.05600813777
470	0.05600397336
471	0.05600391301
472	0.0560037346
473	0.05600323215
474	0.05600270118
475	0.05600208086
476	0.05600155918
477	0.05600135773
478	0.05600076689
479	0.05600044001
480	0.05600043237
481	0.05599904326
482	0.05599901186
483	0.0559979897
484	0.0559968275
485	0.05599531811
486	0.05599524619
487	0.05599446152
488	0.0559944108
489	0.05599346145
490	0.05599337924
491	0.05599332669
492	0.05599318447
493	0.05599280934
494	0.0559911699
495	0.05599115561
496	0.0559909353
497	0.05599085156
498	0.0559901956
499	0.05598983862
500	0.0559891675
501	0.05598915048
502	0.05598909251
503	0.05598879559
504	0.05598656634
505	0.05598573803
506	0.05598541135
507	0.05598467983
508	0.05598458735
509	0.05598443784
510	0.05598379881
511	0.05598345153
512	0.05598268789
513	0.05598251147
514	0.05598204957
515	0.05597874869
516	0.05597871942
517	0.05597870212
518	0.05597843501
519	0.05597731955
520	0.0559772847
521	0.05597706938
522	0.05597477386
523	0.05597470378
524	0.05597419288
525	0.05597339475
526	0.05597271261
527	0.05597259924
528	0.05597219035
529	0.05597174056
530	0.05597161182
531	0.05596583194
532	0.05596548175
533	0.05596479429
534	0.05596413097
535	0.0559639003
536	0.05596320125
537	0.05596245705
538	0.05596243553
539	0.05596173633
540	0.05596170314
541	0.05596028005
542	0.05595999799
543	0.05595998817
544	0.05595946613
545	0.05595923893
546	0.05595913595
547	0.05595912101
548	0.05595898626
549	0.05595838657
550	0.05595778967
551	0.05595766705
552	0.05595706662
553	0.05595701686
554	0.05595649543
555	0.0559557119
556	0.05595558219
557	0.05595543574
558	0.05595489975
559	0.05595480144
560	0.05595405556
561	0.05595362909
562	0.05595332907
563	0.05595317072
564	0.05595206461
565	0.055951612
566	0.05595150434
567	0.05595136756
568	0.05595097014
569	0.05595085882
570	0.05595083502
571	0.05595079774
572	0.05595067544
573	0.05595056167
574	0.05594977651
575	0.055948019
576	0.05594783633
577	0.05594719598
578	0.05594650864
579	0.05594625685
580	0.05594525078
581	0.0559449475
582	0.05594488199
583	0.05594439085
584	0.05594373139
585	0.05594362513
586	0.05594308849
587	0.05594217165
588	0.05594193336
589	0.05594182189
590	0.05594150102
591	0.05594124602
592	0.05594108693
593	0.05594100211
594	0.0559406313
595	0.05594049567
596	0.05593972816
597	0.05593803567
598	0.05593759586
599	0.05593670024
600	0.05593650797
601	0.05593650319
602	0.05593563329
603	0.05593554812
604	0.05593526278
605	0.05593456565
606	0.05593357291
607	0.05593343813
608	0.05593303959
609	0.05593227302
610	0.05593214982
611	0.05593199663
612	0.05593192261
613	0.05593191702
614	0.05593187195
615	0.05593147439
616	0.05593112206
617	0.05593082211
618	0.05593005106
619	0.05592855621
620	0.05592805714
621	0.05592513959
622	0.05592511971
623	0.0559249244
624	0.05592444705
625	0.05592375461
626	0.05592370157
627	0.05592265998
628	0.05592250279
629	0.05592162513
630	0.0559216162
631	0.05592107274
632	0.05592100345
633	0.05592087722
634	0.05592042903
635	0.05591989169
636	0.05591966476
637	0.05591934921
638	0.0559193216
639	0.05591902799
640	0.05591893927
641	0.05591817661
642	0.05591807842
643	0.05591795503
644	0.05591605248
645	0.05591601971
646	0.05591520539
647	0.05591434523
648	0.05591376539
649	0.05591372358
650	0.05591340124
651	0.0559132516
652	0.05591308039
653	0.05591304266
654	0.05591272497
655	0.05591218823
656	0.05591092617
657	0.05590979295
658	0.05590937739
659	0.05590826819
660	0.05590801749
661	0.05590790537
662	0.05590784241
663	0.05590744065
664	0.0559069816
665	0.05590689346
666	0.05590676241
667	0.05590597836
668	0.0559056782
669	0.05590513303
670	0.05590476313
671	0.05590375846
672	0.05590312973
673	0.05590230595
674	0.05590192173
675	0.05590157897
676	0.05590142646
677	0.05590132419
678	0.05590131561
679	0.05590081766
680	0.05590028052
681	0.05590021764
682	0.05590007253
683	0.05589997202
684	0.05589987667
685	0.05589975079
686	0.05589950793
687	0.05589912998
688	0.05589877158
689	0.05589815084
690	0.05589660369
691	0.0558955974
692	0.05589539245
693	0.05589435429
694	0.05589272929
695	0.05589225285
696	0.05589169783
697	0.05589130131
698	0.05589090664
699	0.05589085777
700	0.05589082859
701	0.0558902985
702	0.05589017366
703	0.05588952644
704	0.05588892528
705	0.05588775181
706	0.05588756155
707	0.05588397839
708	0.05588384897
709	0.05588317437
710	0.05588280498
711	0.05588235675
712	0.05588192886
713	0.0558816704
714	0.0558814721
715	0.05588100294
716	0.05588054952
717	0.05588052046
718	0.05588029462
719	0.05587943253
720	0.05587938723
721	0.05587921801
722	0.05587848025
723	0.05587842571
724	0.05587810621
725	0.0558775634
726	0.05587684866
727	0.05587646936
728	0.05587645241
729	0.0558762934
730	0.05587628091
731	0.05587614072
732	0.05587525315
733	0.05587405969
734	0.05587343495
735	0.05587302733
736	0.0558729948
737	0.0558722784
738	0.05587146533
739	0.0558710452
740	0.05587024982
741	0.05586876739
742	0.05586869512
743	0.05586796893
744	0.05586794966
745	0.05586778266
746	0.05586711548
747	0.05586687488
748	0.0558667954
749	0.0558663225
750	0.05586535244
751	0.05586470323
752	0.05586460097
753	0.05586453363
754	0.05586441582
755	0.05586393659
756	0.05586365691
757	0.05586295597
758	0.05586184512
759	0.05586132343
760	0.05586129217
761	0.0558612168
762	0.05585969154
763	0.05585886181
764	0.05585880424
765	0.05585861343
766	0.05585770843
767	0.05585677204
768	0.05585584295
769	0.05585580547
770	0.0558556832
771	0.05585544272
772	0.05585542694
773	0.05585527896
774	0.05585435505
775	0.05585425064
776	0.05585416381
777	0.05585404382
778	0.05585386554
779	0.05585383993
780	0.0558532401
781	0.05585316514
782	0.05585287979
783	0.05585281228
784	0.05585257194
785	0.05585187091
786	0.05585123822
787	0.05585066297
788	0.05585056348
789	0.05584986605
790	0.05584974953
791	0.05584966984
792	0.05584884373
793	0.05584878935
794	0.05584865477
795	0.05584857185
796	0.05584791202
797	0.05584780045
798	0.05584770489
799	0.05584699165
800	0.05584688175
801	0.05584640606
802	0.05584584292
803	0.05584569046
804	0.05584521686
805	0.05584493005
806	0.05584475292
807	0.05584328678
808	0.05584283028
809	0.05584259668
810	0.05584228741
811	0.05584212789
812	0.05584203789
813	0.05584190235
814	0.05584188437
815	0.05584181249
816	0.05584142593
817	0.05584138443
818	0.05584132574
819	0.05584122278
820	0.05584117209
821	0.05584113847
822	0.055840621
823	0.05584054182
824	0.05584052132
825	0.05584051281
826	0.05584039311
827	0.05584036808
828	0.05584033476
829	0.05583919398
830	0.05583862959
831	0.05583815163
832	0.05583798001
833	0.05583755601
834	0.05583683658
835	0.05583677877
836	0.0558362848
837	0.05583563325
838	0.05583513466
839	0.05583442297
840	0.05583436872
841	0.0558343544
842	0.05583369019
843	0.05583366688
844	0.05583338302
845	0.055832546
846	0.05583249213
847	0.05583216855
848	0.05583179894
849	0.05583120999
850	0.05583112005
851	0.05583034788
852	0.05583016678
853	0.05583008187
854	0.05582967441
855	0.05582938627
856	0.05582934363
857	0.05582648852
858	0.05582580234
859	0.05582469242
860	0.05582463725
861	0.05582442397
862	0.0558239778
863	0.0558233288
864	0.05582324931
865	0.05582287099
866	0.05582267562
867	0.0558225955
868	0.05582249284
869	0.05582209536
870	0.05582208308
871	0.05582183723
872	0.05582075102
873	0.05582023749
874	0.05582015726
875	0.05582008802
876	0.05581993271
877	0.05581987003
878	0.05581977429
879	0.05581920584
880	0.05581886095
881	0.05581868976
882	0.05581836649
883	0.05581817031
884	0.05581753506
885	0.05581749926
886	0.05581737321
887	0.05581732682
888	0.05581730176
889	0.05581618633
890	0.05581603105
