iter	RMSE
891	0.05581568692
892	0.0558155502
893	0.0558153019
894	0.0558151717
895	0.05581410988
896	0.05581381328
897	0.05581376524
898	0.05581368863
899	0.05581314331
900	0.05581230834
901	0.05581192446
902	0.0558118689
903	0.05581172332
904	0.05581060371
905	0.05581046255
906	0.05581029332
907	0.05581023329
908	0.05580955619
909	0.05580918601
910	0.05580848314
911	0.05580840263
912	0.0558082624
913	0.05580792413
914	0.05580775373
915	0.05580751646
916	0.0558074437
917	0.0558073846
918	0.05580719279
919	0.0558070069
920	0.05580560958
921	0.05580535795
922	0.05580476333
923	0.0558043865
924	0.05580396969
925	0.05580351488
926	0.05580343279
927	0.05580313552
928	0.05580310043
929	0.0558026477
930	0.05580246704
931	0.05580240913
932	0.05580227985
933	0.05580192712
934	0.05580084368
935	0.05580066605
936	0.05580032869
937	0.05579967868
938	0.05579946377
939	0.05579915236
940	0.05579904649
941	0.05579882204
942	0.05579881565
943	0.05579801549
944	0.0557975977
945	0.05579739404
946	0.05579583417
947	0.05579529652
948	0.05579527955
949	0.05579520006
950	0.0557949238
951	0.05579490132
952	0.05579482072
953	0.05579471568
954	0.0557942015
955	0.05579409476
956	0.05579408079
957	0.05579405276
958	0.05579388267
959	0.05579378527
960	0.05579370938
961	0.05579343698
962	0.05579332628
963	0.05579264292
964	0.05579245305
965	0.05579181469
966	0.0557913252
967	0.05579116883
968	0.05579116114
969	0.0557906017
970	0.05579055029
971	0.055790469
972	0.05579044932
973	0.05579044514
974	0.05579042196
975	0.05578981542
976	0.05578920862
977	0.05578911994
978	0.05578830471
979	0.05578791036
980	0.05578780438
981	0.05578688208
982	0.05578682636
983	0.05578678157
984	0.0557866662
985	0.05578652139
986	0.05578630326
987	0.05578623964
988	0.05578572844
989	0.05578549342
990	0.05578452971
991	0.05578440375
992	0.0557842931
993	0.05578422228
994	0.05578396384
995	0.05578390005
996	0.05578317855
997	0.05578252506
998	0.05578205258
999	0.05578104007
